Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Component/s,Component/s,Component/s,Component/s,Votes,Labels,Labels,Labels,Description,Environment,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Dependency),Outward issue link (Dependency),Outward issue link (Dependency),Outward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Work Breakdown),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Commits),Custom field (Done),Custom field (E-mail CCs),Custom field (E-mail Sender),Custom field (Epic Link),Custom field (Global Rank),Custom field (Mgmt Approval),Custom field (PM Owner),Custom field (Platform/s),Custom field (Platform/s),Custom field (Platform/s),Custom field (Platform/s),Custom field (Platform/s),Custom field (Platform/s),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Ranking),Custom field (Recruitment Status),Custom field (Recruitment Target),Custom field (Requested Country/Site),Custom field (RnD Owner),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Status),Custom field (Story Points),Custom field (Target Level),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
"implement the ""Start App on system startup"" feature ",QTBUG-84688,299809,Suggestion,Reported,QTBUG,Qt,software,laknoll,"SCM can be found at the Git repository through http://code.qt.io/cgit/.
News on Qt development and releases can be found at http://www.qt.io",https://www.qt.io/qt-framework/,P4: Low,,vhilshei,philip,philip,04 Jun '20 03:00,05 Jun '20 16:24,18 Feb '21 09:41,,,,,,,,,,,,,,,,,,,,,,,,Core: I/O,,,,0,,,,"QFile::moveToTrash() is an adopted feather since Qt 5.15, why not implement the ""Start App on system startup"" feature?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,All,,,,,,"0|i0oft3:",9223372036854775807,9223372036854775807,,,,,,,,,,,,,,"05 Jun '20 15:32;thiago;Volker, as the author of the mentioned feature, do you want to look at this one?","05 Jun '20 16:24;vhilshei;I don't think this will happen any time this year, unless this gets a ton of votes. But contributions welcome :)",,,,,,,,,,,,,,,,,,,,
QAbstractSocket::waitForReadyRead() slow because of setError(),QTBUG-84333,299055,Suggestion,Open,QTBUG,Qt,software,laknoll,"SCM can be found at the Git repository through http://code.qt.io/cgit/.
News on Qt development and releases can be found at http://www.qt.io",https://www.qt.io/qt-framework/,P4: Low,,cnn,amiart,amiart,19 May '20 21:34,20 May '20 09:25,18 Feb '21 09:41,,5.14.2,5.9,,,,,,,,,,,,,,,,,,,,,Network: Sockets,,,,0,Performance,,,"The Valgrind profiler shows that 71% of time in QAbstractSocket::waitForReadyRead()  is spent for QNativeSocketEnginePrivate::setError() in case a timeout occurs.

I think it's quite a lot for a function that only sets the error code and name.

Measured code:
{code:java}
// Code in QThread::run()
QEventLoop eventLoop;
QTcpSocket *socket = new QTcpSocket();
// connect ...
// wait for data ...
while (!socket->waitForReadyRead(10)) {  // wait 10 msecs
   // ...
   while (eventLoop.processEvents(QEventLoop::ExcludeSocketNotifiers)) { }
}
// read data ...


{code}
 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,Linux/X11,,,,,,"0|i0obev:",9223372036854775807,9223372036854775807,,,,,,,,,,,,,,"20 May '20 05:33;amiart;It seems that the load is caused by the call to QNativeSocketEngine::tr () in QNativeSocketEnginePrivate::setError().
Could the function tr () be called in erorrString() instead of setError() ? Or cache the result of tr() somehow ?
This would reduce the load of applications that often call waitForReadyRead().

Thanks.
","20 May '20 06:50;tpochep;If some string operations are the most expensive in this tight loop - well, so be it, 71% of what you do in the loop. What's the real need in such a loop? Why not using read ready signals instead? If you managed to abuse socket in a way that it constantly reports errors and this error reporting is the most expensive operation - probably, reconsider the design of your application.","20 May '20 08:33;amiart;Well, this is actually a source code of the TreeFrog Framework library
[https://www.treefrogframework.org/]

Below is a fragment of TActionThread class:
 [https://github.com/treefrogframework/treefrog-framework/blob/4b6e3ca508b5a5589505c6682a881ded487e8eba/src/tactionthread.cpp#L95]
{code:java}
void TActionThread::run()
{
    // ...
    
    QEventLoop eventLoop;
    _httpSocket = new THttpSocket();

    if (Q_UNLIKELY(!_httpSocket->setSocketDescriptor(TActionContext::socketDesc))) {
       // ...
    }
    // ...

    try {
        for (;;) {
            reqs = readRequest(_httpSocket);
            
            // ...

            for (auto &req : reqs) {
                TActionContext::execute(req, _httpSocket->socketId());
            }

            // Next request
            while (!_httpSocket->waitForReadyRead(5)) {
                if (_httpSocket->state() != QAbstractSocket::ConnectedState) {
                    if (_httpSocket->error() != QAbstractSocket::RemoteHostClosedError) {
                        tSystemWarn(""Error occurred : error:%d  socket:%d"", _httpSocket->error(), _httpSocket->socketId());
                    }
                    goto receive_end;
                }

                if (_httpSocket->idleTime() >= keepAliveTimeout) {
                    tSystemDebug(""KeepAlive timeout : socket:%d"", _httpSocket->socketId());
                    goto receive_end;
                }

                while (eventLoop.processEvents(QEventLoop::ExcludeSocketNotifiers)) { }
            }
        }

    } catch (ClientErrorException &e) {
        // ...
    }

receive_end:
    // ...
}

{code}
Each time a new HTTP request arrives, a new thread (TActionThread class) is started and the socket deascriptor is passed to it. Then in TActionThread::run(), after the request is handled, the waitForReadyRead() loop is executed, which waits for the next request, while checking whether the client disconnected or the Keep-Alive time has expired.

When new HTTP requests do not come, most of the thread time is consumed by the call to waitForReadyRead(), specifically the setLastError () function.

So I tried to convert the code to use a message loop instead of waitForReadyRead(), but this one turned out to be slower, because the thread could handle less HTTP requests:
 [https://github.com/amiart/treefrog-framework/blob/6e693db8603f6198c1308bab57a7ad4492430122/src/tactionthread.cpp#L96]

Here are the results of the siege command:
 siege -b -c 10 -t 5S [http://localhost/blog]

+QTcpSocket::waitForReadyRead() and QEventLoop::processEvents(QEventLoop::ExcludeSocketNotifiers):+

Date & Time, Trans, Elap Time, Data Trans, Resp Time, Trans Rate, Throughput, Concurrent, OKAY, Failed
 2020-05-19 08:18:01, 2459, 4.31, 6, 0.02, 570.53, 1.39, 9.67, 2459, 0
 2020-05-19 08:18:33, 2833, 4.36, 7, 0.02, 649.77, 1.61, 9.89, 2833, 0
 2020-05-19 08:19:05, 3230, 5.00, 8, 0.02, 646.00, 1.60, 9.70, 3230, 0
 2020-05-19 08:19:37, 3119, 4.90, 8, 0.02, 636.53, 1.63, 9.81, 3119, 0
 2020-05-19 08:20:08, 2816, 4.66, 7, 0.02, 604.29, 1.50, 9.85, 2816, 0
 2020-05-19 08:20:37, 2292, 4.05, 5, 0.02, 565.93, 1.23, 9.65, 2292, 0
 2020-05-19 08:21:11, 3239, 4.86, 8, 0.01, 666.46, 1.65, 9.63, 3239, 0
 2020-05-19 08:21:42, 2178, 4.50, 5, 0.02, 484.00, 1.11, 9.64, 2178, 0
 2020-05-19 08:22:14, 2815, 4.40, 7, 0.02, 639.77, 1.59, 9.86, 2815, 0
 2020-05-19 08:22:48, 2835, 4.81, 7, 0.02, 589.40, 1.46, 9.93, 2835, 0

+Use QThread::exec():+

Date & Time, Trans, Elap Time, Data Trans, Resp Time, Trans Rate, Throughput, Concurrent, OKAY, Failed
2020-05-19 15:09:15, 2468, 4.16, 6, 0.02, 593.27, 1.44, 9.94, 2468, 0
 2020-05-19 15:09:50, 2974, 4.77, 7, 0.02, 623.48, 1.47, 9.93, 2974, 0
 2020-05-19 15:10:22, 2417, 4.16, 6, 0.02, 581.01, 1.44, 9.93, 2417, 0
 2020-05-19 15:10:55, 2665, 4.61, 6, 0.02, 578.09, 1.30, 9.93, 2665, 0
 2020-05-19 15:11:32, 2270, 4.11, 5, 0.02, 552.31, 1.22, 9.93, 2270, 0
 2020-05-19 15:12:04, 2785, 4.96, 7, 0.02, 561.49, 1.41, 9.94, 2785, 0
 2020-05-19 15:12:36, 2476, 4.51, 6, 0.02, 549.00, 1.33, 9.93, 2476, 0
 2020-05-19 15:13:11, 2624, 4.40, 6, 0.02, 596.36, 1.36, 9.92, 2624, 0
 2020-05-19 15:13:41, 2404, 4.41, 6, 0.02, 545.12, 1.36, 9.91, 2404, 0
 2020-05-19 15:14:01, 2266, 4.31, 5, 0.02, 525.75, 1.16, 9.93, 2266, 0



 The first version handles ~2781 transactions, the second one ~2534 trans.

 ","20 May '20 08:47;amiart;_If you managed to abuse socket in a way that it constantly reports errors and this error reporting is the most expensive operation - probably, reconsider the design of your application._

There are situations, like in the code above, when the waitForReadyRead() timeout can be considered a normal application behavior, not an error. In this case, calling tr() in setError() is unnecessary, because nobody calls errorString() to get the name of the error.
","20 May '20 09:15;tpochep;Well, then, please consider submitting a patch. Indeed, you can cache those strings in advance mapping an actual error code to its textual (potentially translated) description (which is what errorString() is).",,,,,,,,,,,,,,,,,
QTextOption::WrapMode new options,QTBUG-84083,298544,Suggestion,Reported,QTBUG,Qt,software,laknoll,"SCM can be found at the Git repository through http://code.qt.io/cgit/.
News on Qt development and releases can be found at http://www.qt.io",https://www.qt.io/qt-framework/,P4: Low,,esabraha,tero.pelkonen,tero.pelkonen,08 May '20 10:43,08 May '20 11:12,18 Feb '21 09:41,,,,,,,,,,,,,,,,,,,,,,,,GUI: Text handling,,,,0,reported_by_support_standard,,,"User requested new features for QTextOption::WrapMode.

They would be interested to have:
 # Is it possible to force to put a ""-"" when wrapping a word like
""Anwesenheits-
simulation""
 # Syllable wrapping",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,,,,"0|i0o8gf:",9223372036854775807,9223372036854775807,,,,,,,,,,,,,,"08 May '20 11:12;esabraha;Thanks for the suggestion.

Just a note: Soft hyphens are already supported in Qt, so the current way to achieve this is to put soft hyphens between the syllables in your text: https://en.wikipedia.org/wiki/Soft_hyphen

Detecting syllables is a pretty complex task which requires specialized rules and dictionaries for each supported language, and designing and constructing the patterns for this is currently not in scope of Qt. But perhaps we could support some standardized hyphenation pattern file format, such as the one used by TeX, so that users can supply the patterns for the languages they wish to support. 

But as of now, you can already do the hyphenation work in your application and add soft hyphens to your string, and Qt will apply the appropriate line breaks as well as display the hyphens that are used as line breaks.",,,,,,,,,,,,,,,,,,,,,
QPA: Windows: Window needs repaint after DPI changes,QTBUG-83649,297395,Suggestion,Reported,QTBUG,Qt,software,laknoll,"SCM can be found at the Git repository through http://code.qt.io/cgit/.
News on Qt development and releases can be found at http://www.qt.io",https://www.qt.io/qt-framework/,P4: Low,,kleint,wangwenx190,wangwenx190,20 Apr '20 01:25,21 Apr '20 13:52,18 Feb '21 09:41,,5.14,5.15,,,,,,,,,,,,,,,,,,,,,QPA: Windows,,,,1,,,,"If you change DPI from 100% to 300% (for example) or vice versa, the widgets in a window will be in wrong position, but that's because the window is not repainted in time, they are in the correct position actually.

It's easy to reproduce, just change the DPI several times, try 100% to 300% (or vice versa), not 100% to 125%

I have read QPA's source code, it's not enough to call SetWindowPos only in WM_DPICHANGED. After changing the window size, a repaint is needed.",,,,,,,,,,,,,,,QTBUG-77136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,Windows,,,,,,"0|i0o2ev:",9223372036854775807,9223372036854775807,,,,,,,,,,,,,,"21 Apr '20 13:52;wangwenx190;The RedrawWindow API doesn't work. Maybe QWidget::update() or QWidget::repaint() could help. But I don't know how to trigger these functions in QPA. Maybe we can do this in a cross-platform manner?",,,,,,,,,,,,,,,,,,,,,
Expose text query in QWebEngineFindTextResult,QTBUG-80857,290505,Suggestion,Reported,QTBUG,Qt,software,laknoll,"SCM can be found at the Git repository through http://code.qt.io/cgit/.
News on Qt development and releases can be found at http://www.qt.io",https://www.qt.io/qt-framework/,P4: Low,,qt_webengine_team,emdek,emdek,17 Dec '19 19:26,01 Apr '20 12:32,18 Feb '21 09:41,,5.14.0,,,,,,,,,,,,,,,,,,,,,,WebEngine,,,,0,,,,"Newly added  {{QWebEngineFindTextResult}} contains information about how many occurrences of query were matched but doesn't expose information about text itself.

Adding such property would allow to ensure that we get correct result (for example for find as you type) and would be handy in general.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,,,,"0|i0n1av:",9223372036854775807,9223372036854775807,,,,,,,,,,,,,,"01 Apr '20 12:32;kiburtse;Find text result is always invoked for the last submitted 'findText' call. So this info is somewhat known to caller. There is no way to do parallel searches anyway. Why it is needed?",,,,,,,,,,,,,,,,,,,,,
Add a variable that can be used to specify extra files that need to be copied to the ANDROID_PACKAGE_SOURCE_DIR,QTBUG-72715,271597,Suggestion,Reported,QTBUG,Qt,software,laknoll,"SCM can be found at the Git repository through http://code.qt.io/cgit/.
News on Qt development and releases can be found at http://www.qt.io",https://www.qt.io/qt-framework/,P4: Low,,taipan,andysh,andysh,21 Dec '18 07:24,15 Mar '20 06:48,18 Feb '21 09:41,,,,,,,,,,,,,,,,,,,,,,,,Build tools: qmake,,,,3,Reported_by_support_standard,,,"Add a variable that can be used to specify extra files that need to be copied to the ANDROID_PACKAGE_SOURCE_DIR. These can include jars, libraries so that it is easier to have them automatically updated if they are changed instead of having to remember to do so in the case of them being used in multiple projects.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,Android,,,,,,"0|i0k2tb:",9223372036854775807,9223372036854775807,,,,,,,,,,,,,,"21 Dec '18 11:55;taipan;Why don't you add these file directly to your android folder?
","21 Dec '18 11:58;andysh;That is what is done, but the same files are used in multiple projects and therefore if they are updated independently then it means you have to remember to copy them again etc. Its just for convienence really.","15 Mar '20 06:48;DanielSt;It would be nice if multiple Java source directories can be added instead of using this workaround: http://imaginativethinking.ca/what-the-heck-how-do-i-share-java-code-between-qt-android-projects/",,,,,,,,,,,,,,,,,,,
"Explicitly add CFBundleSupportedPlatforms, MinimumOSVersion and UIDeviceFamily to the Info.plist",QTBUG-75917,278768,Suggestion,Reported,QTBUG,Qt,software,laknoll,"SCM can be found at the Git repository through http://code.qt.io/cgit/.
News on Qt development and releases can be found at http://www.qt.io",https://www.qt.io/qt-framework/,P4: Low,,qtbuildsystem,andysh,andysh,20 May '19 09:04,06 Mar '20 15:35,18 Feb '21 09:41,,,,,,,,,,,,,,,,,,,,,,,,Build tools: qmake,,,,1,Reported_by_support_standard,,,"By adding CFBundleSupportedPlatforms, MinimumOSVersion and UIDeviceFamily to the Info.plist, this will ensure that dynamic frameworks created to be available in the app store are accepted as these are required for iOS. Currently they default to being available for all devices, so making it explicit should suffice here.",,,,,,,,,,,,,,,QTBUG-74872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,iOS/tvOS/watchOS,,,,,,"0|i0l68n:",9223372036854775807,9223372036854775807,,,,,,,,,,,,,,"21 May '19 09:20;kkohne;Thanks for the suggestion! I understand that you can however also set them manually for now, so there's a work-around...","06 Mar '20 14:30;bluespider;Yes we love doing things manually - isn't that what computers are for! CFBundleSupportedPlatforms appears to be needed for MacOS deployment as well. I have just hand edited a whole bunch of plist files (including ALL of the Qt ones) and await the next error when trying to upload my archive. Incidentally I was using Xcode 10.3 and upload of archive was just crashing Xcode. I had  11.2.1 installed as well but 10.3 was current. Only when I tried uploading in 11.2.1 did I start to get meaningful errors and then found that I needed to go and modify all of the Qt plist files. AND that was after I found I had to add my own code signing steps as automatic seemed broken. Not wanting to modify my generated Xcode projects and preferring to do everything via qmake makes it a very steep learning curve. Automating the signing was achieved using a whole bunch of defineReplace steps in a qmake .prf file which is not that difficult. To be honest Xcode is by far the biggest counterintuitive nightmare - qmake is good. All round though lack of easily locatable documentation and examples is the biggest issue for both qmake platform specifics and even more so for Xcode itself.   Incidentally that Xcode 10.3 crash appears to be due to the missing CFBundleSupportedPlatforms that I had to add to all my Qt frameworks. Once that was fixed I could upload in either 10.3 and 11.2.1 and while the Xcode crash is obviously a bug in Xcode its interesting that I would not have encountered it had Qt included this by default.",,,,,,,,,,,,,,,,,,,,
Allow Qt Virtual Keyboard to work with hardware keyboard,QTBUG-71791,269705,Suggestion,Reported,QTBUG,Qt,software,laknoll,"SCM can be found at the Git repository through http://code.qt.io/cgit/.
News on Qt development and releases can be found at http://www.qt.io",https://www.qt.io/qt-framework/,P4: Low,,mitch_curtis,michaelliesenberg,michaelliesenberg,14 Nov '18 12:05,06 Mar '20 14:39,18 Feb '21 09:41,,5.9,,,,,,,,,,,,,,,,,,,,,,Virtual Keyboard,,,,0,,,,"I am using Virtualkeyboard with simple chinese and everything works when i type a letter on the virtualkeyboard it gives me options for a word from pying library.

Now if connect an external USB keyboard and want to use the virtualkeyboard on the same time, the pying library or virtualkeyboard dont show the correct options for the words combination.

 

To reproduce the problem use Qt5.9.1 or newer version, use the USB Keyboard from PC open the Qt Quick Virtual Keyboard - basic example project.

Note: You must first enable all languages and recompile the virtualkeyboard qt library so that simple chinese input method is enabled.  

On the example change the input method language to simple chinese(where keyboard is querty). If you type a letter on the virtualkeyboard, on top of the virtualkeyboard will appear word combination in chinese, now type the same letter on the usb keyboard and the word doenst appear or is incorrect.

 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,Linux/Other display system,,,,,,"0|i0js5j:",9223372036854775807,9223372036854775807,,,,,,,,,,,,,,"14 Nov '18 12:53;adoherty;Could you elaborate a little bit more on the problem to help us reproduce the issue. Thanks!","14 Nov '18 13:17;michaelliesenberg;[~adoherty] I have described now how to reproduce the problem:

""To reproduce the problem use Qt5.9.1 or newer version, use the USB Keyboard from PC open the Qt Quick Virtual Keyboard - basic example project.

Note: You must first enable all languages and recompile the virtualkeyboard qt library so that simple chinese input method is enabled.  

On the example change the input method language to simple chinese(where keyboard is querty). If you type a letter on the virtualkeyboard, on top of the virtualkeyboard will appear word combination in chinese, now type the same letter on the usb keyboard and the word doenst appear or is incorrect.""","14 Nov '18 14:05;mitch_curtis;Currently, only input from the virtual keyboard is supported, so this is more like a feature request.","06 Mar '20 14:39;hieunc;I'm total agree with [~mitch_curtis], In my opinion USB Keyboard is out-of-scope of Qt Virtual Keyboard module",,,,,,,,,,,,,,,,,,
The bundled freetype contains the deleted source files compare to the upstream,QTBUG-82480,294395,Suggestion,Open,QTBUG,Qt,software,laknoll,"SCM can be found at the Git repository through http://code.qt.io/cgit/.
News on Qt development and releases can be found at http://www.qt.io",https://www.qt.io/qt-framework/,P4: Low,,liaqi,timxx,timxx,26 Feb '20 08:00,26 Feb '20 18:35,18 Feb '21 09:41,,5.14.0,,,,,,,,,,,,,,,,,,,,,,Core: Other,,,,0,,,,"The latest freetype bundled under qtbase/src/3rdparty/freetype, contains many deleted files compare to the official package with the same version (2.10.1), src/cff/cf2arrst.c, src/cff/cf2arrst.h for example.

It should be deleted as they no longer used.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,,,,"0|i0nmgn:",9223372036854775807,9223372036854775807,,,,,,,,,,,,,,"26 Feb '20 18:34;thiago;We'll get to it when updating next time.","26 Feb '20 18:35;thiago;Liang, you were the last that updated freetype.",,,,,,,,,,,,,,,,,,,,
QML XMLHttpRequest does not support redirect,QTBUG-82183,293550,Suggestion,Reported,QTBUG,Qt,software,laknoll,"SCM can be found at the Git repository through http://code.qt.io/cgit/.
News on Qt development and releases can be found at http://www.qt.io",https://www.qt.io/qt-framework/,P4: Low,,qt.team.quick.subscriptions,reg31,reg31,15 Feb '20 03:01,21 Feb '20 15:46,18 Feb '21 09:41,,5.14.1,,,,,,,,,,,,,,,,,,,,,,Quick: Core Declarative QML ,,,,0,,,,Calling {{the responseURL}} attribute always returns undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,Windows,,,,,,"0|i0ni9r:",9223372036854775807,9223372036854775807,,,,,,,,,,,,,,"21 Feb '20 15:46;ulherman;The absence of the responseURL attribute does not mean we don't support redirects. It just means that we don't support the latest version of the XMLHttpRequest specification. Sure, the property has been around for a while, but expanding the capabilities of XMLHttpRequest in QML is not our focus at the moment. Patches are always welcome, though.",,,,,,,,,,,,,,,,,,,,,
try to use QPainter to render PDFs,QTBUG-77505,282472,Suggestion,Reported,QTBUG,Qt,software,laknoll,"SCM can be found at the Git repository through http://code.qt.io/cgit/.
News on Qt development and releases can be found at http://www.qt.io",https://www.qt.io/qt-framework/,P4: Low,,srutledg,srutledg,srutledg,14 Aug '19 12:53,17 Feb '20 21:39,18 Feb '21 09:41,,,,,,,,,,,,,,,,,,,,,,,,PDF,,,,0,,,,"PDFium uses Skia:  https://pdfium.googlesource.com/pdfium/+/master/core/fxge/skia/

Maybe we could develop a new backend that uses QPainter instead.  This way we could avoid bundling that chunk of code along with QtPDF.

It came as a suggestion in a blog post comment: https://blog.qt.io/blog/2017/01/30/new-qtpdf-qtlabs-module/#comment-1198957",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QTBUG-77503,9223372036854775807,,,,,,,,,"0|i0ls0v:",9223372036854775807,9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add plugin placeholder when ppapi can’t be loaded.,QTBUG-82012,293228,Suggestion,Open,QTBUG,Qt,software,laknoll,"SCM can be found at the Git repository through http://code.qt.io/cgit/.
News on Qt development and releases can be found at http://www.qt.io",https://www.qt.io/qt-framework/,P4: Low,,ztamas,ztamas,ztamas,10 Feb '20 13:14,10 Feb '20 13:22,18 Feb '21 09:41,,5.15,,,,,,,,,,,,,,,,,,,,,,WebEngine,,,,0,,,,"Blink shows an error message in place of the plugin if error occures. With a plugin placeholder, it would look a little bit nicer and it may show more elaborate information.

For example, if the plugin is not supported:
{code:java}
./simplebrowser --register-pepper-plugins=""/path/to/libppapi_example_paint_manager.so;application/x-ppapi-example-paint_manager"" file:///path/to/ppapi/examples/2d/2d.html
{code}
 *Actual:*

!simplebrowser-plugin-not-supported.png|width=450,height=315!

 

*Expected:*

!chrome-plugin-not-supported.png|width=451,height=314!",,,,,,,,,,,,,,,,,,,"10 Feb '20 13:13;ztamas;chrome-plugin-not-supported.png;https://bugreports.qt.io/secure/attachment/91920/chrome-plugin-not-supported.png","10 Feb '20 13:12;ztamas;simplebrowser-plugin-not-supported.png;https://bugreports.qt.io/secure/attachment/91921/simplebrowser-plugin-not-supported.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,All,,,,,,"0|i0ngbr:",9223372036854775807,9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add version info to qmake on Windows,QTBUG-81339,291514,Suggestion,Open,QTBUG,Qt,software,laknoll,"SCM can be found at the Git repository through http://code.qt.io/cgit/.
News on Qt development and releases can be found at http://www.qt.io",https://www.qt.io/qt-framework/,P4: Low,,qtbuildsystem,wangwenx190,wangwenx190,13 Jan '20 12:19,30 Jan '20 09:48,18 Feb '21 09:41,,,,,,,,,,,,,,,,,,,,,,,,Build tools: qmake,,,,0,,,,It may be the only one of Qt tool that doesn't have version information on Windows.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,Windows,,,,,,"0|i0n72n:",9223372036854775807,9223372036854775807,,,,,,,,,,,,,,"13 Jan '20 13:48;kkohne;Thanks for the suggestion! This would require extensions to the qmake specific Makefile's ...","30 Jan '20 09:48;jbornema;Also, the version number definition of qmake which is currently defined in option.h must be moved to some location that's accessible from the Makefile(s).",,,,,,,,,,,,,,,,,,,,
gui: add use pkgconfig at libjpeg test,QTBUG-75112,276999,Suggestion,Open,QTBUG,Qt,software,laknoll,"SCM can be found at the Git repository through http://code.qt.io/cgit/.
News on Qt development and releases can be found at http://www.qt.io",https://www.qt.io/qt-framework/,P4: Low,,vgt,imb,imb,11 Apr '19 11:32,13 Jan '20 14:02,18 Feb '21 09:41,,5.12.2,5.12.6,,,,,,,,,,,,,,,,,,,,,Image formats,,,,0,,,,"I think use pkgconfig at libjpeg test simplify build

{code:sh}diff --git a/src/gui/configure.json b/src/gui/configure.json
index 44140bc7b6..fe200bdaa2 100644
--- a/src/gui/configure.json
+++ b/src/gui/configure.json
@@ -373,6 +373,7 @@
             },
             ""headers"": ""jpeglib.h"",
             ""sources"": [
+                { ""type"": ""pkgConfig"", ""args"": ""libjpeg"" },
                 { ""libs"": ""-llibjpeg"", ""condition"": ""config.msvc"" },
                 ""-ljpeg""
             ]{code}
 ",,,,,,,,,,,,,,,,,,,"13 Jan '20 12:39;imb;0001-src-gui-configure.json-add-use-pkgconfig-at-libjpeg-.patch;https://bugreports.qt.io/secure/attachment/91048/0001-src-gui-configure.json-add-use-pkgconfig-at-libjpeg-.patch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,,,,"0|i0kwlb:",9223372036854775807,9223372036854775807,,,,,,,,,,,,,,"12 Apr '19 06:45;jbornema;What problem does this fix?","12 Apr '19 07:19;vgt;[~jbornema] Not sure, but it seems the reporter is working on cross-compilation, as this came in shortly after: QTBUG-75116 ","13 Jan '20 09:40;imb;Vendor can provide libjpeg or other system libraries with some modifications for use SoC-specific acceleration, so library can can have additional depends.

At this moment I see two ways:
- use pc-file
- pass additional libraries via _-device-option LINKER\_FLAGS=_, this work, but it add link with additional libraries all components

[~jbornema], may be you can advice additional ways?","13 Jan '20 11:42;jbornema;No, I just wanted to know the reason for this as we cannot incorporate a change without any explanation.","13 Jan '20 11:43;jbornema;[~imb] Care to upload the patch to gerrit?","13 Jan '20 12:40;imb;[~jbornema], I attach it, I think I can upload it to gerrit later if this is still need.","13 Jan '20 12:44;imb;unfortunately Qt embedded absolute path to depend if depended library doesn't have soname",,,,,,,,,,,,,,,
